2014-10-10 03:40:26 startup archives install
2014-10-10 03:40:32 status unpacked libdb4.8 4.8.30-2
2014-10-10 03:40:32 status half-configured libdb4.8 4.8.30-2
2014-10-10 03:40:32 status installed libdb4.8 4.8.30-2
2014-10-10 03:40:32 configure hostname 3.04 3.04
2014-10-10 03:40:32 status unpacked hostname 3.04
2014-10-10 03:40:32 status half-configured hostname 3.04
2014-10-10 03:40:32 status installed hostname 3.04
2014-10-10 03:40:32 configure libacl1 2.2.49-4 2.2.49-4
2014-10-10 03:40:32 status unpacked libacl1 2.2.49-4
2014-10-10 03:40:32 status half-configured libacl1 2.2.49-4
2014-10-10 03:40:32 status installed libacl1 2.2.49-4
2014-10-10 03:40:32 configure libslang2 2.2.2-4 2.2.2-4
2014-10-10 03:40:32 status unpacked libslang2 2.2.2-4
2014-10-10 03:40:32 status half-configured libslang2 2.2.2-4
2014-10-10 03:40:32 status installed libslang2 2.2.2-4
2014-10-10 03:40:32 configure libss2 1.41.12-4stable1 1.41.12-4stable1
2014-10-10 03:40:32 status unpacked libss2 1.41.12-4stable1
2014-10-10 03:40:32 status half-configured libss2 1.41.12-4stable1
2014-10-10 03:40:32 status installed libss2 1.41.12-4stable1
2014-10-10 03:40:32 configure liblzma2 5.0.0-2 5.0.0-2
2014-10-10 03:40:32 status unpacked liblzma2 5.0.0-2
2014-10-10 03:40:32 status half-configured liblzma2 5.0.0-2
2014-10-10 03:40:32 status installed liblzma2 5.0.0-2
2014-10-10 03:40:32 configure insserv 1.14.0-2 1.14.0-2
2014-10-10 03:40:32 status unpacked insserv 1.14.0-2
2014-10-10 03:40:32 status unpacked insserv 1.14.0-2
2014-10-10 03:40:32 status unpacked insserv 1.14.0-2
2014-10-10 03:40:32 status half-configured insserv 1.14.0-2
2014-10-10 03:40:32 status installed insserv 1.14.0-2
2014-10-10 03:40:32 configure gzip 1.3.12-9+squeeze1 1.3.12-9+squeeze1
2014-10-10 03:40:32 status unpacked gzip 1.3.12-9+squeeze1
2014-10-10 03:40:32 status half-configured gzip 1.3.12-9+squeeze1
2014-10-10 03:40:32 status installed gzip 1.3.12-9+squeeze1
2014-10-10 03:40:32 configure libbz2-1.0 1.0.5-6+squeeze1 1.0.5-6+squeeze1
2014-10-10 03:40:32 status unpacked libbz2-1.0 1.0.5-6+squeeze1
2014-10-10 03:40:32 status half-configured libbz2-1.0 1.0.5-6+squeeze1
2014-10-10 03:40:32 status installed libbz2-1.0 1.0.5-6+squeeze1
2014-10-10 03:40:32 configure libselinux1 2.0.96-1 2.0.96-1
2014-10-10 03:40:32 status unpacked libselinux1 2.0.96-1
2014-10-10 03:40:32 status half-configured libselinux1 2.0.96-1
2014-10-10 03:40:32 status installed libselinux1 2.0.96-1
2014-10-10 03:40:32 configure libstdc++6 4.4.5-8 4.4.5-8
2014-10-10 03:40:32 status unpacked libstdc++6 4.4.5-8
2014-10-10 03:40:32 status half-configured libstdc++6 4.4.5-8
2014-10-10 03:40:32 status installed libstdc++6 4.4.5-8
2014-10-10 03:40:32 configure coreutils 8.5-1 8.5-1
2014-10-10 03:40:32 status unpacked coreutils 8.5-1
2014-10-10 03:40:32 status half-configured coreutils 8.5-1
2014-10-10 03:40:32 status installed coreutils 8.5-1
2014-10-10 03:40:32 configure ncurses-bin 5.7+20100313-5 5.7+20100313-5
2014-10-10 03:40:32 status unpacked ncurses-bin 5.7+20100313-5
2014-10-10 03:40:32 status half-configured ncurses-bin 5.7+20100313-5
2014-10-10 03:40:32 status installed ncurses-bin 5.7+20100313-5
2014-10-10 03:40:32 configure base-files 6.0squeeze10 6.0squeeze10
2014-10-10 03:40:32 status unpacked base-files 6.0squeeze10
2014-10-10 03:40:32 status unpacked base-files 6.0squeeze10
2014-10-10 03:40:32 status unpacked base-files 6.0squeeze10
2014-10-10 03:40:32 status unpacked base-files 6.0squeeze10
2014-10-10 03:40:32 status unpacked base-files 6.0squeeze10
2014-10-10 03:40:32 status unpacked base-files 6.0squeeze10
2014-10-10 03:40:32 status half-configured base-files 6.0squeeze10
2014-10-10 03:40:32 status installed base-files 6.0squeeze10
2014-10-10 03:40:32 configure xz-utils 5.0.0-2 5.0.0-2
2014-10-10 03:40:32 status unpacked xz-utils 5.0.0-2
2014-10-10 03:40:32 status half-configured xz-utils 5.0.0-2
2014-10-10 03:40:32 status installed xz-utils 5.0.0-2
2014-10-10 03:40:32 configure dpkg 1.15.11 1.15.11
2014-10-10 03:40:32 status unpacked dpkg 1.15.11
2014-10-10 03:40:32 status unpacked dpkg 1.15.11
2014-10-10 03:40:32 status unpacked dpkg 1.15.11
2014-10-10 03:40:32 status unpacked dpkg 1.15.11
2014-10-10 03:40:32 status unpacked dpkg 1.15.11
2014-10-10 03:40:32 status half-configured dpkg 1.15.11
2014-10-10 03:40:32 status installed dpkg 1.15.11
2014-10-10 03:40:32 configure sysvinit-utils 2.88dsf-13.1+squeeze1 2.88dsf-13.1+squeeze1
2014-10-10 03:40:32 status unpacked sysvinit-utils 2.88dsf-13.1+squeeze1
2014-10-10 03:40:32 status half-configured sysvinit-utils 2.88dsf-13.1+squeeze1
2014-10-10 03:40:32 status installed sysvinit-utils 2.88dsf-13.1+squeeze1
2014-10-10 03:40:32 configure dash 0.5.5.1-7.4 0.5.5.1-7.4
2014-10-10 03:40:32 status unpacked dash 0.5.5.1-7.4
2014-10-10 03:40:32 status half-configured dash 0.5.5.1-7.4
2014-10-10 03:40:32 status installed dash 0.5.5.1-7.4
2014-10-10 03:40:32 configure perl-base 5.10.1-17squeeze6 5.10.1-17squeeze6
2014-10-10 03:40:32 status unpacked perl-base 5.10.1-17squeeze6
2014-10-10 03:40:32 status half-configured perl-base 5.10.1-17squeeze6
2014-10-10 03:40:32 status installed perl-base 5.10.1-17squeeze6
2014-10-10 03:40:32 configure libtext-iconv-perl 1.7-2 1.7-2
2014-10-10 03:40:32 status unpacked libtext-iconv-perl 1.7-2
2014-10-10 03:40:32 status half-configured libtext-iconv-perl 1.7-2
2014-10-10 03:40:32 status installed libtext-iconv-perl 1.7-2
2014-10-10 03:40:32 configure sed 4.2.1-7 4.2.1-7
2014-10-10 03:40:32 status unpacked sed 4.2.1-7
2014-10-10 03:40:32 status half-configured sed 4.2.1-7
2014-10-10 03:40:32 status installed sed 4.2.1-7
2014-10-10 03:40:32 configure grep 2.6.3-3+squeeze1 2.6.3-3+squeeze1
2014-10-10 03:40:32 status unpacked grep 2.6.3-3+squeeze1
2014-10-10 03:40:32 status half-configured grep 2.6.3-3+squeeze1
2014-10-10 03:40:32 status installed grep 2.6.3-3+squeeze1
2014-10-10 03:40:32 configure findutils 4.4.2-1+b1 4.4.2-1+b1
2014-10-10 03:40:32 status unpacked findutils 4.4.2-1+b1
2014-10-10 03:40:32 status half-configured findutils 4.4.2-1+b1
2014-10-10 03:40:32 status installed findutils 4.4.2-1+b1
2014-10-10 03:40:32 configure liblocale-gettext-perl 1.05-6 1.05-6
2014-10-10 03:40:32 status unpacked liblocale-gettext-perl 1.05-6
2014-10-10 03:40:32 status half-configured liblocale-gettext-perl 1.05-6
2014-10-10 03:40:32 status installed liblocale-gettext-perl 1.05-6
2014-10-10 03:40:32 configure bash 4.1-3+deb6u2 4.1-3+deb6u2
2014-10-10 03:40:32 status unpacked bash 4.1-3+deb6u2
2014-10-10 03:40:32 status unpacked bash 4.1-3+deb6u2
2014-10-10 03:40:32 status unpacked bash 4.1-3+deb6u2
2014-10-10 03:40:32 status unpacked bash 4.1-3+deb6u2
2014-10-10 03:40:32 status unpacked bash 4.1-3+deb6u2
2014-10-10 03:40:32 status half-configured bash 4.1-3+deb6u2
2014-10-10 03:40:32 status installed bash 4.1-3+deb6u2
2014-10-10 03:40:32 configure libtext-charwidth-perl 0.04-6 0.04-6
2014-10-10 03:40:32 status unpacked libtext-charwidth-perl 0.04-6
2014-10-10 03:40:32 status half-configured libtext-charwidth-perl 0.04-6
2014-10-10 03:40:32 status installed libtext-charwidth-perl 0.04-6
2014-10-10 03:40:32 configure libtext-wrapi18n-perl 0.06-7 0.06-7
2014-10-10 03:40:32 status unpacked libtext-wrapi18n-perl 0.06-7
2014-10-10 03:40:32 status half-configured libtext-wrapi18n-perl 0.06-7
2014-10-10 03:40:32 status installed libtext-wrapi18n-perl 0.06-7
2014-10-10 03:40:32 configure lsb-base 3.2-23.2squeeze1 3.2-23.2squeeze1
2014-10-10 03:40:32 status unpacked lsb-base 3.2-23.2squeeze1
2014-10-10 03:40:32 status half-configured lsb-base 3.2-23.2squeeze1
2014-10-10 03:40:32 status installed lsb-base 3.2-23.2squeeze1
2014-10-10 03:40:32 configure debconf-i18n 1.5.36.1 1.5.36.1
2014-10-10 03:40:32 status unpacked debconf-i18n 1.5.36.1
2014-10-10 03:40:32 status half-configured debconf-i18n 1.5.36.1
2014-10-10 03:40:32 status installed debconf-i18n 1.5.36.1
2014-10-10 03:40:32 configure debconf 1.5.36.1 1.5.36.1
2014-10-10 03:40:32 status unpacked debconf 1.5.36.1
2014-10-10 03:40:32 status unpacked debconf 1.5.36.1
2014-10-10 03:40:32 status unpacked debconf 1.5.36.1
2014-10-10 03:40:32 status unpacked debconf 1.5.36.1
2014-10-10 03:40:32 status half-configured debconf 1.5.36.1
2014-10-10 03:40:32 status installed debconf 1.5.36.1
2014-10-10 03:40:32 configure libpam0g 1.1.1-6.1+squeeze1 1.1.1-6.1+squeeze1
2014-10-10 03:40:32 status unpacked libpam0g 1.1.1-6.1+squeeze1
2014-10-10 03:40:32 status half-configured libpam0g 1.1.1-6.1+squeeze1
2014-10-10 03:40:32 status installed libpam0g 1.1.1-6.1+squeeze1
2014-10-10 03:40:32 configure sysv-rc 2.88dsf-13.1+squeeze1 2.88dsf-13.1+squeeze1
2014-10-10 03:40:32 status unpacked sysv-rc 2.88dsf-13.1+squeeze1
2014-10-10 03:40:32 status half-configured sysv-rc 2.88dsf-13.1+squeeze1
2014-10-10 03:40:32 status installed sysv-rc 2.88dsf-13.1+squeeze1
2014-10-10 03:40:32 configure libpam-modules 1.1.1-6.1+squeeze1 1.1.1-6.1+squeeze1
2014-10-10 03:40:32 status unpacked libpam-modules 1.1.1-6.1+squeeze1
2014-10-10 03:40:32 status unpacked libpam-modules 1.1.1-6.1+squeeze1
2014-10-10 03:40:32 status unpacked libpam-modules 1.1.1-6.1+squeeze1
2014-10-10 03:40:32 status unpacked libpam-modules 1.1.1-6.1+squeeze1
2014-10-10 03:40:32 status unpacked libpam-modules 1.1.1-6.1+squeeze1
2014-10-10 03:40:32 status unpacked libpam-modules 1.1.1-6.1+squeeze1
2014-10-10 03:40:32 status unpacked libpam-modules 1.1.1-6.1+squeeze1
2014-10-10 03:40:32 status unpacked libpam-modules 1.1.1-6.1+squeeze1
2014-10-10 03:40:32 status unpacked libpam-modules 1.1.1-6.1+squeeze1
2014-10-10 03:40:32 status half-configured libpam-modules 1.1.1-6.1+squeeze1
2014-10-10 03:40:32 status installed libpam-modules 1.1.1-6.1+squeeze1
2014-10-10 03:40:32 configure tzdata 2014e-0squeeze1 2014e-0squeeze1
2014-10-10 03:40:32 status unpacked tzdata 2014e-0squeeze1
2014-10-10 03:40:32 status half-configured tzdata 2014e-0squeeze1
2014-10-10 03:40:33 status installed tzdata 2014e-0squeeze1
2014-10-10 03:40:33 configure passwd 1:4.1.4.2+svn3283-2+squeeze1 1:4.1.4.2+svn3283-2+squeeze1
2014-10-10 03:40:33 status unpacked passwd 1:4.1.4.2+svn3283-2+squeeze1
2014-10-10 03:40:33 status unpacked passwd 1:4.1.4.2+svn3283-2+squeeze1
2014-10-10 03:40:33 status unpacked passwd 1:4.1.4.2+svn3283-2+squeeze1
2014-10-10 03:40:33 status unpacked passwd 1:4.1.4.2+svn3283-2+squeeze1
2014-10-10 03:40:33 status unpacked passwd 1:4.1.4.2+svn3283-2+squeeze1
2014-10-10 03:40:33 status unpacked passwd 1:4.1.4.2+svn3283-2+squeeze1
2014-10-10 03:40:33 status unpacked passwd 1:4.1.4.2+svn3283-2+squeeze1
2014-10-10 03:40:33 status unpacked passwd 1:4.1.4.2+svn3283-2+squeeze1
2014-10-10 03:40:33 status half-configured passwd 1:4.1.4.2+svn3283-2+squeeze1
2014-10-10 03:40:33 status installed passwd 1:4.1.4.2+svn3283-2+squeeze1
2014-10-10 03:40:33 configure libpam-runtime 1.1.1-6.1+squeeze1 1.1.1-6.1+squeeze1
2014-10-10 03:40:33 status unpacked libpam-runtime 1.1.1-6.1+squeeze1
2014-10-10 03:40:33 status unpacked libpam-runtime 1.1.1-6.1+squeeze1
2014-10-10 03:40:33 status unpacked libpam-runtime 1.1.1-6.1+squeeze1
2014-10-10 03:40:33 status half-configured libpam-runtime 1.1.1-6.1+squeeze1
2014-10-10 03:40:33 status installed libpam-runtime 1.1.1-6.1+squeeze1
2014-10-10 03:40:33 configure login 1:4.1.4.2+svn3283-2+squeeze1 1:4.1.4.2+svn3283-2+squeeze1
2014-10-10 03:40:33 status unpacked login 1:4.1.4.2+svn3283-2+squeeze1
2014-10-10 03:40:33 status unpacked login 1:4.1.4.2+svn3283-2+squeeze1
2014-10-10 03:40:33 status unpacked login 1:4.1.4.2+svn3283-2+squeeze1
2014-10-10 03:40:33 status unpacked login 1:4.1.4.2+svn3283-2+squeeze1
2014-10-10 03:40:33 status unpacked login 1:4.1.4.2+svn3283-2+squeeze1
2014-10-10 03:40:33 status half-configured login 1:4.1.4.2+svn3283-2+squeeze1
2014-10-10 03:40:33 status installed login 1:4.1.4.2+svn3283-2+squeeze1
2014-10-10 03:40:33 configure libuuid1 2.17.2-9 2.17.2-9
2014-10-10 03:40:33 status unpacked libuuid1 2.17.2-9
2014-10-10 03:40:33 status half-configured libuuid1 2.17.2-9
2014-10-10 03:40:33 status installed libuuid1 2.17.2-9
2014-10-10 03:40:33 configure libblkid1 2.17.2-9 2.17.2-9
2014-10-10 03:40:33 status unpacked libblkid1 2.17.2-9
2014-10-10 03:40:33 status half-configured libblkid1 2.17.2-9
2014-10-10 03:40:33 status installed libblkid1 2.17.2-9
2014-10-10 03:40:33 configure mount 2.17.2-9 2.17.2-9
2014-10-10 03:40:33 status unpacked mount 2.17.2-9
2014-10-10 03:40:33 status half-configured mount 2.17.2-9
2014-10-10 03:40:33 status installed mount 2.17.2-9
2014-10-10 03:40:33 configure initscripts 2.88dsf-13.1+squeeze1 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status half-configured initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status installed initscripts 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 configure util-linux 2.17.2-9 2.17.2-9
2014-10-10 03:40:33 status unpacked util-linux 2.17.2-9
2014-10-10 03:40:33 status unpacked util-linux 2.17.2-9
2014-10-10 03:40:33 status unpacked util-linux 2.17.2-9
2014-10-10 03:40:33 status half-configured util-linux 2.17.2-9
2014-10-10 03:40:33 status installed util-linux 2.17.2-9
2014-10-10 03:40:33 configure sysvinit 2.88dsf-13.1+squeeze1 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status unpacked sysvinit 2.88dsf-13.1+squeeze1
2014-10-10 03:40:33 status half-configured sysvinit 2.88dsf-13.1+squeeze1
2014-10-10 03:40:36 status installed sysvinit 2.88dsf-13.1+squeeze1
2014-10-10 03:40:36 configure e2fsprogs 1.41.12-4stable1 1.41.12-4stable1
2014-10-10 03:40:36 status unpacked e2fsprogs 1.41.12-4stable1
2014-10-10 03:40:36 status unpacked e2fsprogs 1.41.12-4stable1
2014-10-10 03:40:36 status half-configured e2fsprogs 1.41.12-4stable1
2014-10-10 03:40:36 status installed e2fsprogs 1.41.12-4stable1
2014-10-10 03:40:36 startup archives unpack
2014-10-10 03:40:36 install apt <none> 0.8.10.3+squeeze5
2014-10-10 03:40:36 status half-installed apt 0.8.10.3+squeeze5
2014-10-10 03:40:36 status unpacked apt 0.8.10.3+squeeze5
2014-10-10 03:40:36 status unpacked apt 0.8.10.3+squeeze5
2014-10-10 03:40:36 install apt-utils <none> 0.8.10.3+squeeze5
2014-10-10 03:40:36 status half-installed apt-utils 0.8.10.3+squeeze5
2014-10-10 03:40:36 status unpacked apt-utils 0.8.10.3+squeeze5
2014-10-10 03:40:36 status unpacked apt-utils 0.8.10.3+squeeze5
2014-10-10 03:40:36 install aptitude <none> 0.6.3-3.2+squeeze1
2014-10-10 03:40:36 status half-installed aptitude 0.6.3-3.2+squeeze1
2014-10-10 03:40:37 status unpacked aptitude 0.6.3-3.2+squeeze1
2014-10-10 03:40:37 status unpacked aptitude 0.6.3-3.2+squeeze1
2014-10-10 03:40:37 install debian-archive-keyring <none> 2010.08.28+squeeze1
2014-10-10 03:40:37 status half-installed debian-archive-keyring 2010.08.28+squeeze1
2014-10-10 03:40:37 status unpacked debian-archive-keyring 2010.08.28+squeeze1
2014-10-10 03:40:37 status unpacked debian-archive-keyring 2010.08.28+squeeze1
2014-10-10 03:40:37 install gnupg <none> 1.4.10-4+squeeze6
2014-10-10 03:40:37 status half-installed gnupg 1.4.10-4+squeeze6
2014-10-10 03:40:37 status unpacked gnupg 1.4.10-4+squeeze6
2014-10-10 03:40:37 status unpacked gnupg 1.4.10-4+squeeze6
2014-10-10 03:40:37 install gpgv <none> 1.4.10-4+squeeze6
2014-10-10 03:40:37 status half-installed gpgv 1.4.10-4+squeeze6
2014-10-10 03:40:37 status unpacked gpgv 1.4.10-4+squeeze6
2014-10-10 03:40:37 status unpacked gpgv 1.4.10-4+squeeze6
2014-10-10 03:40:37 install libboost-iostreams1.42.0 <none> 1.42.0-4
2014-10-10 03:40:37 status half-installed libboost-iostreams1.42.0 1.42.0-4
2014-10-10 03:40:37 status unpacked libboost-iostreams1.42.0 1.42.0-4
2014-10-10 03:40:37 status unpacked libboost-iostreams1.42.0 1.42.0-4
2014-10-10 03:40:37 install libcwidget3 <none> 0.5.16-3
2014-10-10 03:40:37 status half-installed libcwidget3 0.5.16-3
2014-10-10 03:40:37 status unpacked libcwidget3 0.5.16-3
2014-10-10 03:40:37 status unpacked libcwidget3 0.5.16-3
2014-10-10 03:40:37 install libept1 <none> 1.0.4
2014-10-10 03:40:37 status half-installed libept1 1.0.4
2014-10-10 03:40:37 status unpacked libept1 1.0.4
2014-10-10 03:40:37 status unpacked libept1 1.0.4
2014-10-10 03:40:37 install libncursesw5 <none> 5.7+20100313-5
2014-10-10 03:40:37 status half-installed libncursesw5 5.7+20100313-5
2014-10-10 03:40:37 status unpacked libncursesw5 5.7+20100313-5
2014-10-10 03:40:37 status unpacked libncursesw5 5.7+20100313-5
2014-10-10 03:40:37 install libreadline6 <none> 6.1-3
2014-10-10 03:40:37 status half-installed libreadline6 6.1-3
2014-10-10 03:40:37 status unpacked libreadline6 6.1-3
2014-10-10 03:40:37 status unpacked libreadline6 6.1-3
2014-10-10 03:40:37 install libsigc++-2.0-0c2a <none> 2.2.4.2-1
2014-10-10 03:40:37 status half-installed libsigc++-2.0-0c2a 2.2.4.2-1
2014-10-10 03:40:37 status unpacked libsigc++-2.0-0c2a 2.2.4.2-1
2014-10-10 03:40:37 status unpacked libsigc++-2.0-0c2a 2.2.4.2-1
2014-10-10 03:40:37 install libsqlite3-0 <none> 3.7.3-1
2014-10-10 03:40:37 status half-installed libsqlite3-0 3.7.3-1
2014-10-10 03:40:37 status unpacked libsqlite3-0 3.7.3-1
2014-10-10 03:40:37 status unpacked libsqlite3-0 3.7.3-1
2014-10-10 03:40:37 install libusb-0.1-4 <none> 2:0.1.12-16
2014-10-10 03:40:37 status half-installed libusb-0.1-4 2:0.1.12-16
2014-10-10 03:40:37 status unpacked libusb-0.1-4 2:0.1.12-16
2014-10-10 03:40:37 status unpacked libusb-0.1-4 2:0.1.12-16
2014-10-10 03:40:37 install libxapian22 <none> 1.2.3-2
2014-10-10 03:40:37 status half-installed libxapian22 1.2.3-2
2014-10-10 03:40:37 status unpacked libxapian22 1.2.3-2
2014-10-10 03:40:37 status unpacked libxapian22 1.2.3-2
2014-10-10 03:40:37 install locales <none> 2.11.3-4+deb6u1
2014-10-10 03:40:37 status half-installed locales 2.11.3-4+deb6u1
2014-10-10 03:40:37 status unpacked locales 2.11.3-4+deb6u1
2014-10-10 03:40:37 status unpacked locales 2.11.3-4+deb6u1
2014-10-10 03:40:37 install patch <none> 2.6-2
2014-10-10 03:40:37 status half-installed patch 2.6-2
2014-10-10 03:40:37 status unpacked patch 2.6-2
2014-10-10 03:40:37 status unpacked patch 2.6-2
2014-10-10 03:40:37 install readline-common <none> 6.1-3
2014-10-10 03:40:37 status half-installed readline-common 6.1-3
2014-10-10 03:40:37 status unpacked readline-common 6.1-3
2014-10-10 03:40:37 status unpacked readline-common 6.1-3
2014-10-10 03:40:37 startup packages configure
